First Ending Sent,First Ending Kmeans Distance Metric,Second Ending Sent,Second Ending KMeans Distance Metric
Core's parents hurt their feet on the glass.,2.5066141934809663,They decided to congratulate Core.,2.980985560045122
Bob worked hard and then finally solved the puzzle.,2.371649462567768,Bob then gave up on the video game.,2.594575816029223
Suzie's relationship with her grandmother remained complicated.,2.5335771527222093,"Suzie tasted the sauce, and it was just right.",2.2484973020045604
I found a perfect pair of shoes and bought them.,2.0587176328955703,I purchased a taco at the food court.,2.221565039957147
She hoped the ticket was a winner.,2.5327037945087465,Before she finished she decided it was a waste of time.,2.478320071269329
Annie's family was glad about the outcome.,2.30279415638673,Annie's family was sad.,2.3237915540779683
I felt less lonely.,2.4130032616716024,I felt more lonely.,2.3731489084321873
He turned around to choose another route.,2.501935745846612,Larry laughed with joy as he drove over the bridge.,2.2589995587391662
Jeff loves visiting with the in-laws.,2.7476501552200654,Jeff hates spending time with his in-laws.,2.6517373611738444
The cat ended up a filthy mess.,2.0331069851350607,The cat ended up squeaky clean.,2.169537071641003
I was happy we found a new favorite restaurant.,2.570582676187218,I told the manager I wanted to file a complaint.,2.806057472913718
Ben's hand felt great.,2.91805690357547,Ben's hand was sore and he had to pull out all of the needles.,2.8703049103043967
Nate had a hard time working up the energy to confront him.,2.768375540427213,Nate laughed with his friends about his dog's behavior.,2.942424342533808
He proposed to Elena after six months.,2.7156515631772553,He brought a full-sized woman to his company's holiday party.,2.7222002440344695
Jay thought her nephew was ugly.,2.204408760267829,Jay immediately knew her fears were unfounded.,2.2630873034666408
Darla turned on her television and began to watch a movie.,1.667221369188102,Darla smashed her television with a rake.,1.7561737172287575
Lilly's finger had to be amputated.,2.679049501864485,The prick got infected and she had to take antibiotics.,2.858802277595725
Jimmy's mother started to get better.,2.007298859907076,Jimmy hated his mother.,2.1758397892292876
She sat on the curb and watched the bus drive past her.,2.782271164829317,She went to school and suffered through the pain.,2.6813050696015783
The plane took off and Karmen relaxed.,2.2603449312609105,Karmen immediately exited the plane.,2.2786870427948362
Sandy decided to go outside and make a snowman.,2.24063042778233,Sandy was prepared.,2.2553776801100502
Quentin ended up enjoying the party.,2.6624754338782295,Quentin loved all being their with all the people.,2.7802227315494203
I was happy about how easy it was to place the order.,3.3904341167865013,Finally the sale went through.,3.345522753302753
Dan's grandmother was already dressed as the Devil.,2.1818185696071466,Dan made his own Devil costume.,2.2767023483678948
Eventually the horned toad died from starvation.,2.769249100156363,"After several weeks, the horned toad was very fat.",2.7505929552988198
She loved eating bananas.,2.4497670143282395,I never heard from her again.,2.0543667139901456
Both were arrested.,3.0850943669116893,Her friend ended up buying the candy for her.,2.7251772634151803
Don was glad he wasn't nervous at work.,2.8485729639054,Don knew he would have to improve.,3.001011199677939
Dal made a bad decision.,2.9303638024526375,Dal made a smart decision.,2.9169324730250548
Alice felt good after the photographer complemented her.,2.5169894114459934,Alice frowned during her picture.,2.6598313185331612
Nila did not care for her mother.,1.5209436885160779,Nila loved her mom.,1.3804251935789402
The boy suffered through his childhood.,2.798454158540703,The boy had a very happy childhood.,2.790720844104543
Jessica wondered if that they had gotten up too early.,2.6309515312229523,Each of her brothers opened their Christmas presents.,2.6343946517624346
Jan threw away the books.,2.5125941747442146,Jan brought the books back.,2.5344152460438663
We couldn't believe our luck.,2.5997303309216893,All three of us were very disappointed.,2.416346920055444
Jeff would finally get peace and quiet.,1.9217802879540964,Jeff was going to miss that dog.,1.7395293156881693
Holly yelled at her brother to get back at him.,2.569139354147813,Holly gave her brother money as compensation.,2.589335953797645
I decided to permanently get rid of the nightlight.,2.5765941157492764,I never made fun of my wife and her nightlight again.,2.4853079811264474
"However, she discovered Alaska was a lot of fun.",2.4652628684046918,However the experience was no fun without her friends.,2.474440771213786
I really enjoyed meeting some new boys.,2.6442563129375602,"All in all, it was a great day hiking.",2.8598771062687613
It was the best movie I had seen in a long time.,2.4384122226255887,I took a shower and went to work.,2.6458387718174534
Her friends applauded her poem.,2.432738283195758,Paula tore up her poem.,2.4546351314426147
I knew someone had stolen it.,2.8534770247047065,I knew someone would soon return the phone.,2.6381196846642108
Iris had a lot of fun at her party.,2.230224047275425,Iris decided never to have cake again.,2.467106817100225
They liked the new bikini though.,2.3523474907116833,Tina's friends knew how unpredictable she was.,2.407201475065212
Ted said he didn't want to be a homeowner anymore.,2.152444449637724,Ted was grateful to his father for the help.,2.177776325702931
She was proud of herself.,2.797528803828289,She fled in terror.,2.9233209785283663
Years later both couples got married.,2.549784662689986,They decided not to see each other any more.,2.6233626263625047
Marco is glad that he made a good impression.,2.3891476119492285,Marco is horrified by the reaction of his boss.,2.4831659822629795
Tim vowed never to get on another plane again.,2.2315473129200023,Tim started traveling a lot of places by airplane.,2.0131044114282277
Lucy aced the test.,2.315775119309371,Lucy failed the test because she had not studied.,2.2562322318553005
Fred told his friends he was taking a break from mystery novels.,2.837735333897251,Fred started a mystery novel book club for his friends.,2.778140419429033
Tia was disappointed.,2.7139401364439344,Tia was relieved.,2.675328162596512
They vowed never to return.,2.9089663067243636,They went back the next day.,2.623461245761182
Sam laughed and ran away.,2.982025111843937,Jeb was excited to build a new one.,2.707239868312122
Jeff had a fun time.,2.249536095201956,Jeff was bored and upset.,2.208764738260505
Dani was not surprised by the events that day.,2.6298267270773232,Dani got to know her father much better.,2.418536530959325
Ella looked great and got a lot of compliments.,2.6401111903017194,Ella spent the next day in the rain.,2.4220990335416337
He was mauled by a lion.,3.0169429936676897,Neil composed a photo album when he got home.,2.769644223673707
So she decided to throw it in the garbage.,2.553086264646026,She shared the recipe and the pie with all her friends.,2.3136648742810286
Then he bought his candy.,2.603852176596663,He bought some soda with it.,2.6457293974084393
Anna was disappointed.,2.679057818996031,The party went great.,2.6711881881820982
I shot the winning basket that won the game for our team.,2.4293416197999544,I walked off the court and never looked back.,2.7604618808626142
Dirk was embarrassed.,2.612371793048922,Dirk liked how it sounded.,2.5051525686845584
I returned my phone.,2.1435768957943178,I felt foolish.,2.4325739556298025
I am happy they weren't too expensive.,2.6253994985728912,I plan to cut them into strips.,2.7527157569142586
Chase bought himself a new toy.,2.582418909092869,Chase ran away from home.,2.827332872804866
Renee decided she would have to get used to it.,2.517998041363988,Renee was glad she decided to learn to play drums.,2.328261689179209
Bill's neighbors sued him for making them poor.,2.3749696884921674,They baked Bill some bread in appreciation for all the fish.,2.385883891092211
We ended up having a fun time after all.,2.7112494652931707,We were happy to not have Internet and to drink.,2.7593189137854726
Tim decided he didn't like music.,1.9966300337376608,Tim became a professional musician.,1.6789582910899927
They gave him a flea medication and it cleared up.,1.8208119213315979,Alex decided not to give the cat the medication prescribed.,2.0684189796617587
Haley felt like she had been betrayed.,2.8598605305070994,Haley felt she had been supported admirably.,2.9409144404330854
Sam became a party planner.,2.2469861980579187,Sam had a terrible hangover the next day.,2.4311930252602227
But everything was okay as soon as they hugged and ate dinner.,2.772639202956125,"Tom decided to take a trip to the casino, he ignored his family.",2.8408570616648756
They didn't need a stove anymore.,2.5383595088306508,They decided to buy the Viking stove.,2.44011929515665
The teacher caught her and gave her detention.,2.7299705932461227,The teacher caught her and praised her ingenuity.,2.779992833729189
Sam felt quite hopeful.,2.754731660524973,Sam felt very depressed.,2.694176940450146
Darren turned off the computer.,2.7441111042086828,There were no keys in his pockets.,2.5920017290215593
I bought a bow tie instead.,2.929833933376431,I bought all of them.,2.894849197533434
Harry then quit his hockey team.,2.073919805797189,"A few days later, Harry heard that he made the team.",2.074669069956881
Sue's mom took her to pet the goat instead.,2.5940936069378746,Sue continued to ride the elephant.,2.5888128381140083
Her parents insisted that her grandmother did most of the sewing.,2.55766940881021,Her parents were very proud.,2.4111284124896213
Jim decided to do a handstand.,2.194445564887754,Jim was hurt and had to call 911.,2.079758612726041
I find doing laundry relaxing.,1.7894621225517628,I threw out all my old socks and bought all plain white socks.,1.6559378425294706
James decided to become a chef when he grows up.,2.1526287318664488,James never cooked again.,2.3060262005650896
Lee's mom was proud of her daughter for being so thoughtful.,2.433327148884589,Lee's mom threw the gloves at Lee and left the room.,2.374909054103776
Jennifer thanked her boss for his fairness.,2.5157228198028565,Jennifer stormed into his office and straightened her boss out.,2.4861441399936264
Lorraine was thrilled!,2.3762817972651145,Lorraine was really sad.,2.2658983391412133
Tammy never spoke to Abby again.,2.519730875689438,They decided to keep the bracelets for themselves.,2.4284689909471373
Sal tossed his pillow out the window.,2.7577795694858684,The beautiful view made him change his mind.,2.76757725188121
Lydia wished the dream were real.,2.3079125860682463,Lydia felt relieved when she realized it was just a dream.,2.2985413793552736
Alex bought a yacht.,2.673049510341406,She bought the groceries.,2.279805905185809
Katie was the happiest she had ever been.,2.4737957531434933,Katie regretted forcing Yolanda to go on the ride.,1.9853478765378572
Tammy was sad that she didn't have a present to give.,2.3973679024313714,Lorelei treasured that blanket for years.,2.4475053867886185
Melinda thought the movie was hilarious.,1.9335234739881446,Melinda wished that she had brought someone.,2.045489451011246
They decided it was ok to let her work as a secretary.,2.504890060810825,She had a perfect driving record.,2.452791970008917
Lela then finished treatment and felt better.,2.35368996376664,Lela then got over her flu.,2.300971441679946
Joyce abandoned her kids shortly after.,1.8737454758488712,Joyce loved her children just as much.,1.890191529291445
"He noticed the cow in a neighbor's field, ignored it, and left.",2.6360265397552163,He found the cow and brought it back.,2.5217944802048926
John won the race.,2.361427026499397,John pulled over to buy a Mustang.,2.298556818044178
Ben was pleased.,2.404651434551533,Ben backed out of the costume contest.,2.1875173852703664
I told my mom to keep using my credit card.,2.238897347018508,I was angry at my mom for running up my credit card.,2.283138851498778
The therapist taught her ways to cope with her problem.,2.246058326971262,The therapist told her she was strange.,2.118136540144683
Ellen was disappointed to find out she was having a boy.,2.4163979453388285,Her doctor confirmed it was a boy!,2.2451138762005582
Zoey was happy that everyone liked her name now.,1.6248670378912053,Zoey had her name changed when she turned 18.,1.653504337658048
Miranda went back the way she came to retrace her steps.,2.4515634369544044,Miranda was happy about her proud moment.,2.539827875073702
Bob gained 50 pounds.,2.106567117824283,Bob got in shape.,1.9561656315785725
Lonnie finally decided to go into education.,2.0392673569289403,Lonnie threw the list away.,2.4930369604522022
Phil was thirsty and accepted the drink.,3.016165478120306,Phil was angry at his friends.,3.0574902817691214
Dorothy made sure to buy lots of cat food.,2.315205992059082,Dorothy went to the pet store and bought a new hamster.,2.4110232940413487
Jeremy had to move back in with his mother.,2.4022897692983496,Jeremy enjoyed being more responsible.,2.642118664819804
Terry hated cleaning up.,2.5250725263215545,Everyone felt better that it was cleaner.,2.5998382373085525
Then I walked over to my neighbor's house to borrow some soap.,1.968483426635199,Then I stepped into the hot shower.,1.805990382346324
He always enjoyed a nice nap in his hammock.,2.478348562940343,He still ended up having a great workout.,1.9254193004828584
Amber could not find anytime to relax.,2.5057855686687214,They relaxed all day and Amber felt much better.,2.416131379150174
Carl hung out with his best friend when they came home.,2.712241440736789,Carl had to go to therapy for post-traumatic stress disorder.,2.761520040057655
Janice decided she didn't want to learn how to crack walnuts.,2.3674853031158984,Janice is now an expert walnut cracker.,2.4158139480887773
And throughout the season she kept getting better.,2.6410532063203536,She loved being bad at volleyball.,2.5814202580536634
Beth decided she was hearing things.,2.1145558970087563,Beth was deaf.,2.229362318445713
Bob enjoyed using his binoculars.,2.4509855962590947,Bob was able to read the writing on the board.,2.5170599409939345
I drove her to iHop for pancakes and shakes.,2.9988850236060234,"Now, she won't even talk to me.",3.0561132172646612
Our friend ended up home at three am with a girl.,2.5301909763632637,We found out our friend had gone skiing.,2.5531191421848627
Benjamin did not enjoy the park.,2.6161785153841444,Benjamin had fun and then left the park.,2.468198592035864
"After counting the cars, we went back home.",2.4977338578291155,"We then sat down and began to count the cars,",2.4663923181207728
Kelly had a neurological disorder that kept her in a wheelchair.,2.719437198211857,Kelly cleaned up in time and her parents never found out.,2.5275394515632694
James decides to never leave the house again.,2.751884220556497,James is glad he decided to run.,2.6828319154748455
He feels satisfaction.,2.5756884859782487,When he gets out of the shower he shovels his deck.,2.2271217135607912
Matt began to laugh.,2.6243405570808367,Matt was very angry.,2.5506121364223704
Mike had to apologize.,2.743636345949102,Mike and Perry got married.,2.538224684613562
She decided to go to the movies.,2.2395689893709108,She continued to do this until the laundry was done.,1.7072218756108906
"We found our house standing, but in shambles.",2.185109799871055,We decided to go swimming on the beach.,2.1803156016812273
The dentist fixed his tooth.,2.5516107713647647,Tom had so much fun that day.,2.706843716166821
Rufus is relieved to find his briefcase at the bar.,2.530482361733496,He sees his hat hanging on moose antlers behind the bar.,2.6537533074938726
Alexia fell in love with a shaggy dog at the kennel.,2.4501996719072743,Alexia cried because she wanted a cat instead.,2.3677845027738433
Bill started making much better money.,1.7630242402501104,Bill made less money as a computer scientist than he did before.,1.7302997043212192
Jane danced in her bare feet and left her shoes in her purse.,2.2752085217414018,Jane was anxious to start tap school.,2.6460013271979443
Hannah became stiffer over time.,2.4590401839002967,Hannah eventually succeeded.,2.662203344267656
The students cheered because they were free.,2.510208373920133,The kids were mad they had to be outside.,2.7351411534591925
Carla told her daughter she needed to join more clubs.,2.3207917978834294,Ann's mom said her daughter could choose one club if she studied.,2.3063956670760004
Gina was happy of the outcome in the house.,2.678829711713504,Gina was sad and cried.,2.6961284001161476
He went to the sporting goods store to buy bullets.,2.6172445514294775,He carved some sticks to use for makeshift arrows.,2.6222245623435616
Taylor finally decided on the cute little kitten in the corner.,2.5325799216202616,Taylor decided instead to go clothes shopping.,2.539942440791885
Zeke would dress up as a pumpkin.,2.2783696395558857,Zeke dressed up like a skeleton.,2.287707798214549
Marge put a new key on her keychain.,2.6999137385173992,Marge felt a pang of regret about putting in the pool right then.,2.3081974543086177
Rosie waited patiently for Farmer Jones.,2.4118330472738783,Rosie broke free to head to the orchard.,2.4145512966803566
Rick threw the license out of the window.,2.3889816432285857,Rick gave the license to the driver and made the driver happy.,2.4211324990161067
I felt ashamed.,2.513966852980394,I was proud of my willpower.,2.4421471351114086
Sam wanted to get away from his wife as soon as possible.,2.4564953210877727,Sam and his wife had a great time together.,2.333580642868327
The two boys went out to have their adventure without hesitation.,2.3262753792910997,Eric was fast asleep leaving Stan to fend for himself.,1.7591709880868052
Brad's day went very badly.,2.789971662442601,Brad then went home after a nice day.,2.747590348846061
We gave him a bath.,2.429846878868245,When we were finished our puppy was full of mud.,2.526023642630509
Jerry's mother took twenty minutes to find him.,2.936942819087487,Jerry couldn't wait for his next bike trip.,2.7172032811609155
I got on the plane and flew home.,2.8727073313643285,I walked in and saw her.,2.7120801314881846
I decided to fire my new social media manager.,2.77441096622372,I decided to give my new social media manager a raise.,2.801242249463764
Sam's parents were upset they had missed the fun.,2.9696917847897684,Sam was in real trouble.,3.0713282635200825
I had a great time at school.,2.6718798095904104,I hate school.,2.862604785450969
Jeb turned on the microwave.,2.819706654079426,Jeb plugged the television in and it turned on.,2.689317273953857
Matilda then got a letter from her brother.,2.0493841019840304,Matilda was told to not write to them anymore.,2.2248593413333455
Bill carefully added up the column of eight digit numbers.,2.9277635532793007,Bill and Teddy talked loudly about how stuck up pretty girls are.,2.5736549991146713
Nobody seemed to notice what had happened.,2.9517855929318926,We could not see our sheet music.,2.8939057136884916
They decided to go to Vegas instead.,2.2525688424928108,They were both happy.,2.369505763696382
Olivia decided to never go shopping again.,2.3768054274012016,Oliva had a great day shopping.,2.1934739439596846
I hate the thought of moving.,2.3707290682390862,I only hope I get to choose my own bedroom.,2.1998399899914562
Shawn gave up smoking on the spot.,2.733468630946748,Shawn smoked them almost immediately.,2.7000301908767423
Nickie never found the doll.,1.852019789038391,Nickie laughed all night.,2.15427275191386
Bob went out to McDonald's later that evening.,1.9077152772286419,He was excited.,2.261352805536997
Tommy was then badly injured.,2.4588899098041836,Tommy was then treated and felt much better.,2.5213271306829244
Ken made an excuse to leave quickly.,1.9179527102837386,Ken asked him for a second date.,1.5783021321564739
Liz was ashamed of what she had done.,2.571195039279284,Eventually they grew delicious tomatoes.,2.325551768032161
He ate his sandwich.,1.702548602703115,Bill started work on his carpentry project.,2.1870476281675626
Jack decided that he hated the color blue.,2.768907229280252,He finally found it under the bed.,2.6159726375086247
They were impressed with my phone.,2.68484361654046,I was ashamed of my phone.,2.8465970547231856
John had a wonderful evening.,2.6462491209169583,John had a miserable evening.,2.597613855779618
Jenny picked up the sweater.,2.446265889079713,They confirmed Jenny's suspicions.,2.2251442526114853
Emma never painted inside a restaurant again.,1.9473221849458724,Emma was happy to have a new audience for her work.,1.9503626108391463
Tom loved his time at the museum.,2.0016532945873684,Tom told his parents he hated them.,2.4010297946187467
Johnny cries for an hour.,2.186689789039329,Johnny is more careful on the stairs from now on.,2.19590700065351
Mike ate the oatmeal.,2.1128517766697485,Mike was ashamed of what he had done.,2.4532081501133236
I was very happy that I had been building wooden bird houses.,2.8902553091910654,I went to the hospital to fix my finger that I had broken.,3.013835509647485
Josh then decided to watch anime by himself.,2.1587067114096397,Josh enjoys watching anime with others.,2.2280828709734517
Jimbo is pleased his boss does not allow smoking.,2.3570423390856865,Jimbo sneaks into a back room to smoke.,2.5375216629677944
Lester asked her to marry him.,2.3401059993880864,Lester never talked to her again.,2.599115718723485
I read a fascinating article.,2.7552715420330944,I finished the entire crossword puzzle in one hour.,2.5183902112080903
Sadly it made me look like a potato.,2.5389066737748607,The shirt fit perfectly.,2.5573819063483794
White doesn.,2.4828064445533635,Whit doesn't sleep well.,2.0720502969380927
Amy left for volleyball practice.,2.430995195172712,Amy gave in and took a shower.,2.2666032187591116
Our teacher told us to go back and remove the pinwheels.,2.4668730518115605,Our teacher took a photo of the pinwheels.,2.411971731964069
Beth gave birth to a beautiful baby boy.,2.4131735857808123,Beth was very happy during those two days.,2.3984436916583767
Mia vowed never to eat it again.,2.46637716531357,Mia liked it so much she decided to learn how to make it.,2.4798985990254927
I began to teach special education.,1.8686936277669424,I decided to never teach.,2.111006526614436
Jake fell asleep after drinking the milk.,2.4840658321743776,Jake then drank a cup of coffee to stay awake.,2.4772913749578533
I listened and told him I hoped he felt better.,2.7241876370184093,I decided to listen to my ipod.,3.115116722632158
He could not wait for his advanced physics class to start.,1.9444081411999505,Joe practiced his kick and was accepted into the soccer team.,2.265515036200568
Bonnie called to say she didn't want an interview.,2.1842704136372633,Bonnie got the job eventually.,2.0928341795312586
The ambulance took her to the morgue to die.,2.645551737714901,The ambulance treated her snake bike.,2.5539431946270357
"Jerry attempted to run the marathon but quickly collapsed,",2.774543127854018,Jerry won the marathon.,2.803090207732143
Dave backed away slowly.,2.653760345781211,Dave took pictures of the tall trees.,2.59492542592545
Skip's parents decided not to get him glasses.,2.2054319341054516,Skip got glasses and improved in class.,2.3020665961013966
Rae went to fetch a broom.,2.3774797684820443,Rae asked his brother for the name of his plumber.,2.227215094611952
"They framed the letters and kept them for years,",2.6819388611241033,The letter stated they would be getting no gifts.,2.5938069988799266
I found out I had the flu.,2.1128758341972222,I told the doctor I didn't need his services.,2.261022360101594
Christian hates football.,2.1293958316058403,Christian got on the team.,1.892708545577643
Gina was very happy.,2.9942509258352805,Tim did the dishes for Gina to be kind.,2.8152094098610254
Jen noticed that Lee's flea problem quickly got worse.,2.019861397257872,The vet suggested a flea collar for Jen's pet German shepherd.,2.164146011218588
She had just enough time to make the train.,2.301453444417817,She turned around and drove home.,2.2201487721234487
Gina found her phone.,2.3017154413338865,Gina went to bed.,2.5501102360022405
"Because of her replies, Sarah didn't get the job.",2.1608303060919916,Sarah got the job and was praised for her clear voice.,2.219282227587834
Linda and her boyfriend ended up getting both.,2.3049352733365893,Linda and her boyfriend didn't want to eat.,2.0077153505030276
Morris was bullied everyday at the skate park.,2.83221066091013,The younger skaters taught Morris a lot of tricks.,2.8383654471646547
Ron was proud of the decision he made.,2.4682186839057785,"However, Ron still went out drinking with his friends.",2.2141656057386685
Jane decided to cut her hair short for summer.,2.4589039713666567,Jane loved her long hair and grew it even longer.,2.3667738428602743
She was late for school.,2.7091834889325903,She went back to sleep.,2.480134466145101
I said i was fine with that.,2.68285958631074,I asked for a Coke again.,2.3668271056132455
We had a boring day.,2.977353404050003,We found rocks to use for his eyes and mouth.,3.0962060345065896
Joe was very frustrated.,2.261793253476454,Joe was happy.,2.3489638853270494
Arnold was not allowed to return the television.,2.919064377532067,Arnold kept and loved his television.,2.975692371217355
"Pretty soon, he was drunk and passed out at the bar.",2.533190585607503,"Eric really enjoyed this new bowling alley, he realized.",2.7346052496518323
Ellie continued to dance.,2.5246110755065403,Ellie had to find a new pair of pants quick.,2.631564026939698
The shoes gave me blisters.,2.064166030261231,"I happily played tennis in my new, uncomfortable shoes.",2.0884412409146407
Marcus decided to learn how to fly planes.,1.8095899533863393,Marcus relaxed once they were in the air.,2.180962495795279
Larry was happy that he could contribute to the party.,2.525840828834257,Larry decided to stay home from the party.,2.6678913026256614
It was such a long car trip.,2.674138590267677,She loved every minute of it.,2.536555768820194
He had a boring day.,2.836092368714267,He was fascinated.,2.686501282011575
My wife cooked dinner.,2.5483344610786887,There were too many photos to upload.,2.3689713896236007
Doug's wife kissed him.,2.5492044698785103,Doug's wife was angry.,2.4803600791959033
Grace didn't miss a day of class that whole year.,2.1978283388784923,Grace decided to stop playing tricks at school.,2.0461051442799336
Jane was thankful to have the recipe.,1.536702220323978,Jane didn't like to bake.,1.6973501859119544
Mark hated animals.,2.8740892685478525,He felt bad for the birds.,2.7313385801876597
We ordered a pizza with separate toppings on each half.,2.3671874415119767,I suggested we choose a different movie.,2.676384812601545
He hung out with her all day.,2.8901782645711807,He yelled at her and went home.,2.767893872098769
Johnny felt he let his parents down.,2.3376641186668463,Johnny was elated.,2.3593861555512783
Ben's mother will now wake him  up  one half  hour earlier .,2.619111981063458,Ben crushes his alarm clock and buys a chicken.,2.667966065759281
Ally couldn't wait to get engaged.,2.6246318202874823,Ally was very subtle.,2.7432805616190405
I hated the new song.,2.6651642238341666,I listened to the song all day.,2.60426539889603
It made them depressed.,2.7426372156915404,They were very excited about being well known.,2.5942097093923744
She was very happy with the teacher.,2.5564883907149847,She failed the class.,2.3882278760818005
Patricia realized it was a big mistake.,2.752283370227472,Patricia eventually became a biologist.,2.5086238510465693
She was the best player.,2.3055444608657316,She eventually got better.,2.447228169523876
Marissa took the two puppies home.,2.7041092462009964,"Sadly, they were both filled with junk.",2.6473388149414205
She was excited to get to work at the camp.,2.111693149367953,She didn't want to have anything to do with that camp.,2.2049919850699897
Gina threw the phone away.,2.7313503954480733,Gina's mother never found out that her phone was taken away.,2.7383272465198134
Meg could not think of where they could be.,2.419096841400467,Meg checked the vacuum and then found them.,2.3321327101501828
She found them in the living room reading and was relieved.,2.387626815517867,The children were in the kitchen eating lunch.,2.689027485246314
He finally decided to buy white eggs instead.,2.6418510907392423,All of the stores he went to were out of ice cream.,2.677436876020015
They all had a very memorable time together.,2.5233373864280684,Everyone was miserable and angry.,2.703271671873975
Maggie has never seen a panda.,2.6562186319660497,Maggie loved her trip to the zoo.,2.437459312797105
Vianna now works everyday.,2.6575904532891816,Vianna quit working.,2.5454309377882165
We had a great time.,2.3417253549954777,We all eventually couldn't stop arguing with one another.,2.616318086859978
Lina made her kids wear clothes from the pile.,1.9593299158222148,Lina gave the clothes to charity.,2.2429998679166037
Anna thought the chocolate shake tasted dreadful.,2.2480484147173363,Anna thought her own milkshake tasted just as delicious.,2.0814915623792993
I decided to buy chips at the gas station.,2.286401774037007,I decided to never eat again.,2.4285344890707536
Tommy started playing guitar.,2.981872682411872,Tommy ended up doing well regardless of his nerves.,2.8383700341397207
Jill's parents scolded her for skipping class.,2.1049036697536376,Jill's parents took her to Disney World.,2.3466032050352608
Chris bought the red car.,2.2642409488518913,Chris bought a motorcycle.,2.490136196582097
Henry decided not to do the scavenger hunt.,2.8972605613638915,The kids loved the scavenger hunt.,2.859737320719358
They both became more confident and made more friends too.,2.308267828634764,This made Jake very upset.,2.294099631643376
He was thrilled when he was finally on his way to Ireland.,1.833357882870568,Sean spent his saving on a new snowboard.,2.082923139075288
He used a fire extinguisher to save the day.,2.4186956680729406,Todd had some great toast.,2.428213312112114
Beth was dedicated to making great mashed potatoes.,2.158386850275529,Beth was a lazy cook.,2.2661397569500794
Their parents jointly threw them a huge party to celebrate.,3.0111389679241682,They both learned their lesson and no longer kissed in school.,2.601488538376005
Ashley's dog was full of live fleas.,1.6881917968883258,Ashley killed all the fleas.,1.8316134410891265
I hate spaghetti.,3.391013404781926,It was very different.,3.1393939096805017
They helped me realize that I should cut my hair short.,3.150800947481243,I bought her a dog.,2.782654758564984
Kaylee was thrilled!,2.553356944101085,Kaylee was really disappointed.,2.6103230078439896
She cried of joy when she received her first acceptance letter.,2.363077641215307,She ultimately decided to become a geologist.,2.2348704151569834
Now it comes on every time.,2.643785429103753,That is why I only play Frisbee outside.,2.91287142977788
My professor was very upset.,2.6364737626907244,My professor congratulated me.,2.6849534982983116
They rented a car and had a wonderful time skiing.,2.0476213421849296,He decided that he did not want to go skiing.,2.284793631530118
Brad's mother was very caring.,2.731168039142827,Brad's mother was rather uncaring.,2.669683367493094
He had to go to a homeless shelter.,2.4904315446751566,"Somehow, thousands of dollars appeared in his bank account.",2.4026655963191734
Juan's mother showed him how to make a taco casserole instead.,2.367629425856567,Juan went back to the store.,2.363125574563747
Lena went to school only to find out her friends were sick.,2.0888939582411337,Lena pretended to be sick so she could avoid her friends.,2.150690167721717
Jim's wife decided he should have a dairy-rich diet.,2.285137700608426,Jim's wife was relieved to find the source of the problem.,2.3020181683326646
Tim was pleased the lamp was so easy to set up.,2.246923582096711,Tim then threw the lamp away.,2.3873853126821336
She could not participate in the tryout with the injury.,2.210097201183277,She did very well in the tryouts.,2.1000575822255083
Morgan was glad she remembered to bring extra tea bags with her.,1.9798861206868925,Morgan was glad the hot water tasted like coffee.,2.0145559790759533
She loved the cupcake.,2.6178701809900806,They had to move the dolls to sit down.,2.320579051328399
He finished in first place.,2.6852756708493186,He wasn't able to finish the race.,2.4275582530936304
Bob was never the same after being tasered by the mall cops.,2.87145353518937,Bob finally went with his instincts and picked the perfect gift.,2.4338672559886256
Ida was glad she could dance in the rain at the festival.,2.5362122503395605,Ida was glad that it didn't rain.,2.60554790018288
They huddled in the bathroom as the tornado raged overhead.,2.31502449150851,"The earthquake lasted several minutes, causing minor damage.",2.5372172128711354
She ate the cake alone at home.,2.098258203113249,Her mother enjoyed the cake greatly.,1.9867824543861035
Ron found that he rather enjoyed living on a farm.,2.5581850260563166,Ron hated being on the farm because he disliked the animals.,2.581326917814334
Ron was given a prize by the store.,2.525843487951455,Ron was arrested.,2.578604225496577
We stopped playing in a band together.,2.5995073245426257,We performed a small show for our families the next weekend.,2.5578911986624573
Jack abandoned the whole idea of getting a puppy.,2.679730589536135,Jack then showed the online puppy and pleaded with them to get it.,2.485043705041214
Jon then watched germs with his microscope.,2.26339420698728,Jon used his telescope often.,1.978955481761878
The clerk told him where the bacon was located.,2.4928231743471816,The clerk told him to find the eggs.,2.334372834217383
Jimmy laughed.,2.532542787844958,Jimmy cried.,2.5147090072051554
He threw away the treasure he found.,2.4499200752592434,He found many treasures from his childhood.,2.4749747386822634
I didn't like any of the groceries my mom bought.,2.0555539082315732,I ate a lot of candy that day.,2.192132952865373
Joe loaned Grant some money.,2.4764880820512545,Grant loaned Joe some money.,2.4767505271367916
Lobster was Rakesh's least favorite food.,2.158596098169999,Rakesh loved eating lobster.,2.013971438113755
Ron was very happy.,2.927666220288829,Ron was very unhappy that it had snowed so much.,2.7658834075132934
He didn't listen until we got a lot of ants one spring.,2.9074145454083804,She showered him with praise.,2.8770671568006976
Brad had delicious Eggs Benedict.,1.3770365846414052,Brad hated his mother for getting the eggs.,1.3428922547922062
Paulo was ashamed of what he did.,2.241984846774444,Paulo felt proud of his accomplishment.,2.085818515181027
